# ct=2 Nx=38
# x_cm y_cm T_keV E_over_aTkeV4 aluminum
0.6499999999999999 2.05 0.01000891798876025 5.347439097040524e-05 0
0.6499999999999999 2.15 0.01000704681967391 1.380004948612553e-05 0
0.6499999999999999 2.25 0.01000871369579016 5.774229774141584e-06 0
0.6499999999999999 2.35 0.01000504881078669 9.91357752078957e-09 0
0.6499999999999999 2.45 0.01000020618366961 1.35952483551509e-05 0
0.6499999999999999 2.55 0.009999947336986854 1.845216875488041e-08 0
0.6499999999999999 2.65 0.01000001213609338 9.424381672857732e-09 0
0.6499999999999999 2.75 0.0100001660104644 7.341691357469691e-09 0
0.6499999999999999 2.85 0.01000025796867789 1.495628170020571e-08 0
0.6499999999999999 2.95 0.01000011464113783 1.238723227345985e-08 0
0.6499999999999999 3.05 0.01000009687714311 1.55734734383221e-08 0
0.6499999999999999 3.15 0.01000020013938809 7.452345674973861e-09 0
0.6499999999999999 3.25 0.00999971162780668 6.428362246086562e-09 0
0.6499999999999999 3.35 0.009999912467858824 1.316054945726921e-08 0
0.6499999999999999 3.45 0.009999959320751945 4.981618822582882e-09 0
0.6499999999999999 3.55 0.01000023149374542 1.139582231121038e-08 0
0.6499999999999999 3.65 0.01000015876799111 9.349767425795165e-09 0
0.6499999999999999 3.75 0.009999899647745853 1.296526291668409e-08 0
0.7499999999999999 0.05 0.01904525806803511 0.005529367000308088 0
0.7499999999999999 0.15 0.01856831494288168 0.004919585613584528 0
0.7499999999999999 0.25 0.0180141055557993 0.004407618287584535 0
0.7499999999999999 0.35 0.01706839348935735 0.005374835688787066 0
0.7499999999999999 0.45 0.01599656227485892 0.003737885612892961 0
0.7499999999999999 0.5499999999999999 0.03452130647690858 0.001219157562828782 1
0.7499999999999999 0.6499999999999999 0.0141404078943985 0.0003767163924220651 1
0.7499999999999999 0.7499999999999999 0.01135422929309648 0.0001789923890065068 1
0.7499999999999999 0.85 0.01069502201073634 5.955443982584514e-05 1
0.7499999999999999 0.95 0.0104274213133914 0.0001067278061354637 1
0.7499999999999999 1.05 0.01031143803799521 2.486195985635985e-05 1
