# ct=3 Nx=38
# x_cm y_cm T_keV E_over_aTkeV4 aluminum
0.05 0.05 0.06144077460436634 0.02876049269617861 0
0.05 0.15 0.05892308360326264 0.02758722095201451 0
0.05 0.25 0.05428969421097452 0.02343493378228667 0
0.05 0.35 0.04758697890261338 0.02103203163345806 0
0.05 0.45 0.03983327761715842 0.0139377548174056 0
0.05 0.5499999999999999 0.0339126578812363 0.01152747291406888 0
0.05 0.6499999999999999 0.02842636792903965 0.008039112018896788 0
0.05 0.7499999999999999 0.02469406577760234 0.005971172493601133 0
0.05 0.85 0.02205629091899925 0.005080028184357916 0
0.05 0.95 0.0200061945586908 0.004182246905107323 0
0.05 1.05 0.01827522784444409 0.004205098725808435 0
0.05 1.15 0.01675877246109628 0.002879751555933531 0
0.05 1.25 0.01557594756440605 0.002967431637076808 0
0.05 1.35 0.01466865213194824 0.001810853450671422 0
0.05 1.45 0.01381683562022604 0.00250782677102708 0
0.05 1.55 0.01310264832752597 0.001626414135016953 0
0.05 1.65 0.01256803532410955 0.002009238050709902 0
0.05 1.75 0.01199724987545138 0.001402166127280047 0
0.05 1.85 0.01157077409038265 0.0007547586170858635 0
0.05 1.95 0.01127130215709756 0.001526572190646911 0
0.05 2.05 0.01103450385417257 0.00097077978615342 0
0.05 2.15 0.01079530481133495 0.001293031358369002 0
0.05 2.25 0.01055774863493754 0.001209195523529349 0
0.05 2.35 0.01039555019490041 0.0003874406661681744 0
0.05 2.45 0.01028550047917449 0.0004323268799269579 0
0.05 2.55 0.01021396593708026 0.0002547487145495747 0
0.05 2.65 0.01013557588672897 0.000243377560347025 0
0.05 2.75 0.01009458098536745 0.0002635394565935616 0
0.05 2.85 0.01006773093363528 0.0001645729148967122 0
0.05 2.95 0.01004584761696545 0.000181893911544984 0
0.05 3.05 0.01002336299133032 6.835217512726294e-05 0
0.05 3.15 0.01001192420545805 6.643491242930451e-05 0
0.05 3.25 0.01000416962481466 6.107272651811483e-05 0
0.05 3.35 0.01000056366937642 3.474092702749462e-06 0
0.05 3.45 0.009999636065956569 5.051470852646887e-09 0
0.05 3.55 0.01000001845993083 1.746089522651274e-08 0
0.05 3.65 0.009999413076510994 2.419575335605232e-08 0
0.05 3.75 0.0100002226097692 1.471613267582754e-08 0
0.15 0.05 0.0587950641312049 0.02709918247129291 0
0.15 0.15 0.05616929234745586 0.0252283122322859 0
0.15 0.25 0.05277387337163518 0.02319475700040893 0
0.15 0.35 0.04610591103801907 0.01794454886077999 0
0.15 0.45 0.03898498299637156 0.01252158028196641 0
0.15 0.5499999999999999 0.03194329790368394 0.01005024245443425 0
0.15 0.6499999999999999 0.0268609678637383 0.006866769087803621 0
0.15 0.7499999999999999 0.02397415852745591 0.006614619182641647 0
0.15 0.85 0.02156082749135247 0.004674389774049549 0
0.15 0.95 0.01950666853356425 0.004410443146501998 0
0.15 1.05 0.01790137335901654 0.00395828401787822 0
0.15 1.15 0.01650934339560922 0.003099897468978412 0
0.15 1.25 0.01526349020977477 0.003084582252161086 0
0.15 1.35 0.01429052795014468 0.001864860909181417 0
0.15 1.45 0.01358939414658576 0.002032443366856457 0
0.15 1.55 0.01304525450316981 0.001396060453964851 0
0.15 1.65 0.0125281991588773 0.001416451290046049 0
0.15 1.75 0.01212433000240254 0.0007542490897864399 0
0.15 1.85 0.01178447894536439 0.001183382663566901 0
0.15 1.95 0.01130963578083237 0.001229692800886119 0
0.15 2.05 0.01099376793021236 0.001086075934584646 0
0.15 2.15 0.01078489594727096 0.0008919953601907674 0
0.15 2.25 0.01060597662440795 0.0004564338431628672 0
0.15 2.35 0.01047796933067256 0.0004370168221727474 0
0.15 2.45 0.01036353570306779 0.0004926416534945917 0
0.15 2.55 0.0102412964759434 0.000528346932960758 0
0.15 2.65 0.0101700092612877 0.0003182934147039242 0
0.15 2.75 0.01011545684934535 0.0002751161959592107 0
0.15 2.85 0.01006892821169508 0.0001199536242278609 0
0.15 2.95 0.01003747487842741 0.0001318393842616317 0
0.15 3.05 0.01002157799201752 0.0001867948669048468 0
