# ct=2.5 Nx=38
# x_cm y_cm T_keV E_over_aTkeV4 aluminum
0.7499999999999999 2.85 0.01000420268561853 6.185176134679561e-09 0
0.7499999999999999 2.95 0.01000018402548676 1.239213959607376e-05 0
0.7499999999999999 3.05 0.009999344156906748 2.076192266137614e-08 0
0.7499999999999999 3.15 0.01000033863394791 1.642646688640203e-08 0
0.7499999999999999 3.25 0.009999713380811532 1.099303912177762e-08 0
0.7499999999999999 3.35 0.01000018088062462 2.090408551508131e-08 0
0.7499999999999999 3.45 0.009999895183245972 5.470582334615661e-09 0
0.7499999999999999 3.55 0.009999884361431417 9.454346569684636e-09 0
0.7499999999999999 3.65 0.01000001088882087 1.267036428637385e-08 0
0.7499999999999999 3.75 0.01000004278516599 6.717934584155617e-09 0
0.85 0.05 0.01927245407463669 0.004170584214876738 0
0.85 0.15 0.01912865417767972 0.005124935926821297 0
0.85 0.25 0.01885014448079285 0.004651415213381864 0
0.85 0.35 0.01791693131580961 0.004538062961124317 0
0.85 0.45 0.01703387702669154 0.003878535366919698 0
0.85 0.5499999999999999 0.03789789817804599 0.001514239218963064 1
0.85 0.6499999999999999 0.01446748820379505 0.0002929902052356351 1
0.85 0.7499999999999999 0.01128384313131931 9.626953010494054e-05 1
0.85 0.85 0.01066622485427605 5.095755662716709e-05 1
0.85 0.95 0.01041304413863402 4.813586352393754e-05 1
0.85 1.05 0.01021867427108382 2.392147690501543e-05 1
0.85 1.15 0.01013789043440426 1.403580010553236e-05 1
0.85 1.25 0.01009008541327864 1.779187269170587e-05 1
0.85 1.35 0.01007662773654921 6.670636719078436e-06 1
0.85 1.45 0.01004028495279794 1.049259944528482e-05 1
0.85 1.55 0.01000644067695745 7.404899312989226e-08 0
0.85 1.65 0.01000872242644191 5.152572926022524e-06 0
0.85 1.75 0.01000594848082471 5.146639659354753e-05 0
0.85 1.85 0.010006766211078 1.104047977232948e-05 0
0.85 1.95 0.01001624249212496 3.47115580546472e-06 0
0.85 2.05 0.01001534604547827 5.539436831802137e-05 0
