# ct=2 Nx=38
# r_cm T_keV E_over_aTkeV4 aluminum
0.07071067811865475 0.04992144603202291 0.03120451959572656 0
0.2121320343559643 0.04534774905154824 0.02593359189803017 0
0.3535533905932737 0.03892561316177641 0.01793349758034974 0
0.4949747468305832 0.02961478194305882 0.009986896252634251 0
0.6363961030678928 0.02281135663827724 0.007092589470912929 0
0.7778174593052023 0.05297725409802491 0.003824543486992268 1
0.9192388155425119 0.01817036998223948 0.0006485402287930295 1
1.060660171779821 0.01135422929309648 0.0001789923890065068 1
1.202081528017131 0.01034384582310844 5.242250385509155e-05 1
1.34350288425444 0.0100742603163409 1.414563273897919e-05 1
1.48492424049175 0.01002212889467612 3.772200781611242e-06 1
1.626345596729059 0.01000962550499963 5.204513460920304e-07 1
1.767766952966369 0.01000505685624787 1.809505942159246e-06 1
1.909188309203678 0.01000058893072321 2.71375567455783e-06 1
2.050609665440988 0.01000004777187926 3.984381708194416e-08 1
2.192031021678297 0.01000007826327178 5.781034238102417e-09 1
2.333452377915607 0.01000006090299678 5.190344179620394e-09 1
2.474873734152916 0.01000004292765113 8.968685937323949e-09 1
2.616295090390226 0.009999923879626355 1.017768101830055e-08 1
2.757716446627535 0.009999910633546567 5.946856330388769e-09 1
2.899137802864845 0.009999982622684773 1.226878661404208e-08 1
3.040559159102154 0.01000002155857218 6.695593085421644e-09 1
3.181980515339464 0.009999998413878903 9.273733321237565e-09 1
3.323401871576773 0.01000006416876133 1.575638804737777e-08 1
3.464823227814083 0.009999993513343814 7.263009852006034e-09 1
3.606244584051392 0.01000011247592937 6.269999559479867e-09 0
3.747665940288702 0.009999779908409185 9.597044843334612e-09 0
3.889087296526011 0.01000000261721525 5.300148340756382e-09 0
4.030508652763321 0.009999905767217005 9.610797522225677e-09 0
4.17193000900063 0.01000018942971494 4.912003813547668e-09 0
4.313351365237939 0.01000015801622269 2.238530014022516e-08 0
4.454772721475249 0.009999879396037987 8.35511602746458e-09 0
4.596194077712559 0.01000040635320744 1.151914461841423e-08 0
4.737615433949869 0.009999736487522743 1.707380411215103e-08 0
4.879036790187178 0.01000010853722046 1.084319418942934e-08 0
5.020458146424487 0.00999992304006327 1.106424433989188e-08 0
5.161879502661797 0.01000017190092052 7.992475149491376e-09 0
5.303300858899107 0.01000008273703003 1.055361554322101e-08 0
