# tau=100 epsilon=1 Xmax=40 Nx=128
# X u_radiation v_material T_material_over_Tbath
0.15625 0.9008939357145619 0.9104860659139065 0.9768285085772819
0.46875 0.8659060074513378 0.867730587506394 0.9651531371468236
0.78125 0.8672192932085736 0.8455746805032214 0.9589323998066539
1.09375 0.8044069936172552 0.81128656515022 0.9490597846394995
1.40625 0.7814811238791108 0.7764296351435154 0.9386972073913038
1.71875 0.7567011959803284 0.7578425403153772 0.9330281460409587
2.03125 0.7332357801520633 0.7412089657287206 0.927865796863572
2.34375 0.7280511851505124 0.7175368760781047 0.9203670378092907
2.65625 0.6859350994271586 0.6906822487094489 0.9116320257063394
2.96875 0.6782809332685575 0.6770427498436972 0.9070976105620479
3.28125 0.6610481121612435 0.6550624054651932 0.8996439607527024
3.59375 0.6452820839531407 0.6297235837434497 0.8908149349561506
3.90625 0.6076236964784223 0.5998736898694808 0.8800654135411539
4.21875 0.5689834360217368 0.5799185550342175 0.8726533317815633
4.53125 0.5777429968733262 0.5678660504139144 0.8680834497290373
4.84375 0.5487116664457696 0.5396147225630817 0.8570791841874922
5.15625 0.5051166039177037 0.520587873285742 0.8494220133339327
5.46875 0.5059436094754273 0.4988483483174876 0.8404117865743209
5.78125 0.482901490382438 0.4808360512071302 0.8327204984329429
6.09375 0.4623669837671951 0.4634613583994813 0.8250939117924911
6.40625 0.4503058014172401 0.4456816939214782 0.8170642317904495
6.71875 0.4328663440896265 0.4306495353825813 0.8100857557238751
7.03125 0.4144241716272721 0.4085478522025153 0.7994857603411545
7.34375 0.3895661350792688 0.3889185196327989 0.7897045785976231
7.65625 0.3764147320632846 0.3746175776460037 0.7823427059185529
7.96875 0.3647343616110441 0.3579999533049988 0.7735185667099521
8.28125 0.3429989344900818 0.3456938687754279 0.7667837829938302
8.59375 0.331937747020282 0.3228186961973495 0.7537714253328779
8.90625 0.3151853296877211 0.310314780671232 0.7463638830670101
9.21875 0.3014372943149943 0.2967362392104906 0.7380616623469576
9.53125 0.2792609234726476 0.285632970723102 0.731058421196815
9.84375 0.268490568693234 0.2682951541709334 0.7197028246347869
10.15625 0.2548267948525363 0.2579713605124796 0.7126772139037447
10.46875 0.2466974646146373 0.2452424269187755 0.7037183914396011
10.78125 0.2385785944246932 0.2328848274631134 0.6946808047968274
11.09375 0.2181956782184696 0.2175416356510119 0.6829447917816948
11.40625 0.2116816410102196 0.206779028446902 0.6743364303188764
11.71875 0.2017623047307902 0.1964287460336031 0.6657348024513644
12.03125 0.1903227536481533 0.1873605442977893 0.6579146163178522
12.34375 0.1752287556802248 0.1788064725617274 0.6502731300843301
12.65625 0.1681254893486187 0.1671402654847688 0.639396525416015
12.96875 0.1552381586588691 0.1571408668338403 0.6296109697079293
13.28125 0.158208699546924 0.1480976529459129 0.6203503676774369
13.59375 0.1389237689581945 0.1375782275647558 0.6090282352920388
13.90625 0.1319705003852513 0.132361204282631 0.6031706175953997
14.21875 0.1277020746799477 0.1222040335946348 0.5912503151443128
14.53125 0.1188315238190663 0.1167136521360388 0.5844944809772862
14.84375 0.1143930680351478 0.1110699210958183 0.5772967543501772
15.15625 0.1028624326527212 0.1021887465550137 0.5653934436071902
15.46875 0.09272639533205118 0.09654157513996042 0.557414927759987
15.78125 0.09593353279736291 0.09023737472241554 0.5480833549891693
16.09375 0.09114081775629289 0.08653585963819932 0.5423742068848448
16.40625 0.07896414442248464 0.07712970682505949 0.5269936960202588
16.71875 0.0737258346920686 0.07417348774277495 0.5218698116490046
17.03125 0.06951486114963956 0.06927597710531853 0.5130334296626513
17.34375 0.06838289489709982 0.06615240639738978 0.5071499788831858
17.65625 0.06094304541601063 0.06133745500578373 0.4976585136254678
17.96875 0.05983912716202893 0.05725025956018018 0.4891525985623491
18.28125 0.05514560864307572 0.05183083695243459 0.4771413504935045
18.59375 0.0475224339054063 0.04886471345885976 0.4701634224914381
18.90625 0.04611978469838915 0.04654441537841354 0.4644798678529793
19.21875 0.04548699379709088 0.04309589299231287 0.4556264953936005
19.53125 0.03948533030755436 0.03854194974020887 0.4430812989019804
19.84375 0.03762977765075436 0.03421488623611538 0.4300844841229743
20.15625 0.03488434864653749 0.03258739102002906 0.4248761938907753
20.46875 0.02986182843180069 0.03111689288103888 0.419999773515902
20.78125 0.02942632566464183 0.02956237870568505 0.4146530307524408
21.09375 0.02834334705146031 0.0271576421923227 0.405950439122906
21.40625 0.02405132866366762 0.02554411836613865 0.3997815334542698
21.71875 0.02198057817261185 0.02323932649916162 0.3904414207200894
22.03125 0.02327145670465394 0.02126028508262043 0.3818495392767914
22.34375 0.02087402080115079 0.01983098734895648 0.3752632922332959
22.65625 0.01906347383597445 0.01821820055226103 0.3673891867093178
22.96875 0.01732843804681864 0.01634674039817185 0.3575672969362855
23.28125 0.01631432099303477 0.01496202845470482 0.3497418629869636
23.59375 0.01398569903006814 0.01424085229417166 0.3454490442723356
23.90625 0.01510861601778478 0.01318018397034759 0.338828839299626
24.21875 0.01325079108619496 0.01230430867633049 0.3330537319657536
24.53125 0.01035290792385242 0.01104221969288212 0.3241634873711227
24.84375 0.009228209983033905 0.009934903913609275 0.315711875211264
25.15625 0.00981127539999066 0.009605344903192283 0.313060475804237
25.46875 0.009223964217911813 0.008634790799697194 0.3048336842410595
25.78125 0.008005372571712658 0.007780772736835992 0.2969994756836743
26.09375 0.00791768331289547 0.006952321131173817 0.2887569567303797
26.40625 0.006463937142551082 0.006600492302637325 0.2850323032625293
26.71875 0.006671818672401067 0.006188142036628222 0.2804723597069897
27.03125 0.005732343332044402 0.005474319045027551 0.2720085317124789
27.34375 0.005323994048011704 0.004791423939840296 0.2630971536325507
27.65625 0.005280945614792779 0.004437056308556331 0.2580915198151387
27.96875 0.003891270356623212 0.004061040809234359 0.2524406782943385
28.28125 0.003811740443120825 0.003574899891583299 0.2445208918702252
28.59375 0.002833844590727632 0.00306016942184355 0.2351994857296281
28.90625 0.003085951265484273 0.003109519412625279 0.2361420440117896
29.21875 0.003319499791597267 0.002855646632792738 0.2311671487310373
29.53125 0.002635218523470799 0.00254336524337347 0.2245702296047976
29.84375 0.002327331229080428 0.002252106340046677 0.2178448128421921
