# Crooked-pipe probe temperatures, Steinberg & Heizler 2022 Fig. 8
# Probes (r, z_axis=x): P1 (0, 0.25), P2 (0, 2.75), P3 (1.25, 3.5), P4 (0, 4.25), P5 (0, 6.75) cm
# t_ns, cycle, T1_keV, T2_keV, T3_keV, T4_keV, T5_keV
296.572, 335, 0.462523, 0.296633, 0.161637, 0.0986098, 0.0460347
297.572, 336, 0.463774, 0.295068, 0.162923, 0.0986347, 0.0460756
298.572, 337, 0.46259, 0.294398, 0.162841, 0.0984548, 0.0460289
299.572, 338, 0.46302, 0.300653, 0.162209, 0.0988353, 0.0459847
300.572, 339, 0.463619, 0.296592, 0.162857, 0.0994427, 0.0459599
301.572, 340, 0.46386, 0.292411, 0.163108, 0.0997185, 0.0458809
302.572, 341, 0.467233, 0.294879, 0.163197, 0.100055, 0.0459891
303.572, 342, 0.459701, 0.300149, 0.162979, 0.100156, 0.0460051
304.572, 343, 0.460536, 0.29916, 0.164826, 0.100608, 0.0460652
305.572, 344, 0.463855, 0.303711, 0.163581, 0.101488, 0.0461139
306.572, 345, 0.45757, 0.300924, 0.163771, 0.101523, 0.0462985
307.572, 346, 0.461183, 0.300852, 0.163542, 0.100893, 0.0463564
308.572, 347, 0.468414, 0.300078, 0.163333, 0.100961, 0.0463178
309.572, 348, 0.463846, 0.298256, 0.163771, 0.100579, 0.0464844
310.572, 349, 0.461435, 0.295023, 0.162209, 0.101054, 0.0465857
311.572, 350, 0.465434, 0.299221, 0.163368, 0.101268, 0.0465797
312.572, 351, 0.469042, 0.301478, 0.162928, 0.101457, 0.0466252
313.572, 352, 0.466864, 0.297677, 0.164197, 0.101784, 0.0467755
314.572, 353, 0.462731, 0.298702, 0.16584, 0.102953, 0.0468282
315.572, 354, 0.464389, 0.302268, 0.165532, 0.102716, 0.0467461
316.572, 355, 0.460241, 0.300041, 0.166565, 0.103592, 0.0467949
317.572, 356, 0.459081, 0.304286, 0.16697, 0.103443, 0.0468189
318.572, 357, 0.459897, 0.30157, 0.166696, 0.102987, 0.0468839
319.572, 358, 0.463047, 0.302117, 0.16551, 0.103199, 0.0468675
320.572, 359, 0.459031, 0.303038, 0.166571, 0.103807, 0.0468539
321.572, 360, 0.46043, 0.298706, 0.166558, 0.103232, 0.0469433
322.572, 361, 0.461579, 0.294379, 0.1657, 0.103274, 0.0469867
323.572, 362, 0.461582, 0.298524, 0.166066, 0.103445, 0.0468662
324.572, 363, 0.464181, 0.298833, 0.166129, 0.104762, 0.0469133
325.572, 364, 0.461676, 0.295992, 0.165524, 0.105035, 0.0469165
326.572, 365, 0.448991, 0.295548, 0.165768, 0.104904, 0.0470229
327.572, 366, 0.469455, 0.298734, 0.165039, 0.106202, 0.0469818
328.572, 367, 0.461992, 0.299671, 0.165585, 0.105982, 0.0469001
329.572, 368, 0.466006, 0.29949, 0.166449, 0.105845, 0.0469053
330.572, 369, 0.461468, 0.297991, 0.168481, 0.10603, 0.0468112
331.572, 370, 0.462763, 0.301656, 0.167708, 0.106203, 0.0468382
332.572, 371, 0.462803, 0.302182, 0.166673, 0.106915, 0.0468203
333.572, 372, 0.466117, 0.303232, 0.166152, 0.107941, 0.0467806
334.572, 373, 0.459095, 0.304131, 0.166495, 0.107252, 0.0469152
335.572, 374, 0.454859, 0.30174, 0.166952, 0.107245, 0.0469868
336.572, 375, 0.470058, 0.310404, 0.167386, 0.107889, 0.0470319
337.572, 376, 0.454101, 0.298725, 0.166912, 0.107225, 0.047038
338.572, 377, 0.461914, 0.302118, 0.167952, 0.107742, 0.0470328
339.572, 378, 0.462978, 0.300982, 0.16816, 0.107742, 0.047078
340.572, 379, 0.463064, 0.301035, 0.168056, 0.108074, 0.0471096
341.572, 380, 0.464903, 0.301342, 0.168342, 0.108602, 0.0470759
342.572, 381, 0.463982, 0.300402, 0.178058, 0.107691, 0.0470418
343.572, 382, 0.467381, 0.303255, 0.172374, 0.107209, 0.0471251
344.572, 383, 0.463591, 0.299313, 0.170739, 0.107652, 0.0470255
345.572, 384, 0.457514, 0.300626, 0.169989, 0.108349, 0.0471108
346.572, 385, 0.463988, 0.304527, 0.169165, 0.10909, 0.0471554
347.572, 386, 0.462688, 0.303008, 0.169105, 0.109559, 0.0471474
348.572, 387, 0.461961, 0.296909, 0.168396, 0.108645, 0.0472301
349.572, 388, 0.463599, 0.297609, 0.168724, 0.108582, 0.0471003
350.572, 389, 0.461261, 0.30012, 0.171216, 0.109619, 0.0471406
351.572, 390, 0.460969, 0.296069, 0.171025, 0.109492, 0.0474731
352.572, 391, 0.461639, 0.302102, 0.170373, 0.110764, 0.0474429
353.572, 392, 0.459422, 0.303944, 0.170277, 0.110716, 0.0474389
354.572, 393, 0.46553, 0.298722, 0.169922, 0.109725, 0.0474349
355.572, 394, 0.465705, 0.30517, 0.17086, 0.109959, 0.0475289
356.572, 395, 0.458618, 0.303209, 0.170338, 0.11046, 0.0475931
357.572, 396, 0.460809, 0.304646, 0.170869, 0.110637, 0.0476316
358.572, 397, 0.459946, 0.302394, 0.171472, 0.111177, 0.0476507
359.572, 398, 0.464048, 0.298903, 0.171784, 0.110348, 0.0475554
360.572, 399, 0.46953, 0.301846, 0.170756, 0.110993, 0.0476002
361.572, 400, 0.460054, 0.300167, 0.174682, 0.110583, 0.0475628
362.572, 401, 0.467214, 0.297523, 0.171586, 0.111321, 0.0475715
363.572, 402, 0.45396, 0.298542, 0.171284, 0.111868, 0.0477141
364.572, 403, 0.459327, 0.297848, 0.170291, 0.111892, 0.047709
365.572, 404, 0.464856, 0.301253, 0.172648, 0.112227, 0.047696
366.572, 405, 0.458064, 0.298632, 0.172554, 0.113755, 0.0477208
367.572, 406, 0.471983, 0.299941, 0.171908, 0.113323, 0.0479226
368.572, 407, 0.461337, 0.306082, 0.172255, 0.112452, 0.0478848
369.572, 408, 0.462471, 0.302144, 0.172017, 0.111881, 0.0479458
370.572, 409, 0.469155, 0.299277, 0.172422, 0.113662, 0.0480466
371.572, 410, 0.463882, 0.302526, 0.172167, 0.113697, 0.0480833
372.572, 411, 0.456948, 0.298404, 0.173274, 0.113739, 0.0481387
373.572, 412, 0.45896, 0.306669, 0.171569, 0.113253, 0.0481957
374.572, 413, 0.463589, 0.301237, 0.172236, 0.114387, 0.048235
375.572, 414, 0.466901, 0.304925, 0.172017, 0.114364, 0.0483653
376.572, 415, 0.460533, 0.297761, 0.171599, 0.11346, 0.0483247
377.572, 416, 0.452343, 0.297578, 0.172988, 0.113851, 0.0484298
378.572, 417, 0.451095, 0.300374, 0.172885, 0.114263, 0.0484339
379.572, 418, 0.464585, 0.299527, 0.173755, 0.115333, 0.048541
380.572, 419, 0.456867, 0.302947, 0.172976, 0.115183, 0.0486311
381.572, 420, 0.46437, 0.300056, 0.173323, 0.115081, 0.0486836
382.572, 421, 0.45531, 0.299151, 0.173572, 0.114103, 0.0489238
383.572, 422, 0.46433, 0.301316, 0.174234, 0.114072, 0.0489778
384.572, 423, 0.464238, 0.302121, 0.173322, 0.1136, 0.0489737
385.572, 424, 0.473931, 0.300955, 0.174458, 0.114815, 0.0489501
386.572, 425, 0.456902, 0.303511, 0.175079, 0.115993, 0.0489455
387.572, 426, 0.457836, 0.305842, 0.174506, 0.116189, 0.0489945
388.572, 427, 0.462639, 0.302484, 0.174155, 0.116774, 0.0489758
389.572, 428, 0.466851, 0.302425, 0.174538, 0.116967, 0.0489952
390.572, 429, 0.46425, 0.298674, 0.173656, 0.1168, 0.0490679
391.572, 430, 0.454058, 0.29579, 0.173636, 0.115953, 0.0489765
392.572, 431, 0.463953, 0.301482, 0.172366, 0.115774, 0.0490168
393.572, 432, 0.464702, 0.304211, 0.174535, 0.116803, 0.049202
394.572, 433, 0.465352, 0.301638, 0.174774, 0.116986, 0.0491225
395.572, 434, 0.462268, 0.301194, 0.174261, 0.117907, 0.0491593
396.572, 435, 0.46438, 0.300425, 0.173871, 0.118011, 0.0490798
397.572, 436, 0.468604, 0.297879, 0.174288, 0.117816, 0.0489673
398.572, 437, 0.46081, 0.305945, 0.175381, 0.117144, 0.0490254
399.572, 438, 0.458753, 0.298881, 0.173974, 0.118707, 0.0490817
400.572, 439, 0.462811, 0.299094, 0.173539, 0.118346, 0.0492399
401.572, 440, 0.458788, 0.300291, 0.177058, 0.117707, 0.0492478
402.572, 441, 0.464145, 0.307185, 0.179041, 0.118187, 0.0492699
403.572, 442, 0.465013, 0.30484, 0.177193, 0.118373, 0.0492336
404.572, 443, 0.464012, 0.300814, 0.176063, 0.11823, 0.049306
405.572, 444, 0.460399, 0.301992, 0.17718, 0.119584, 0.0492774
406.572, 445, 0.45988, 0.303339, 0.176043, 0.118847, 0.049303
407.572, 446, 0.453644, 0.305238, 0.176669, 0.118985, 0.0493643
408.572, 447, 0.466429, 0.302619, 0.176612, 0.119995, 0.0494926
409.572, 448, 0.459969, 0.307688, 0.177564, 0.120914, 0.0496324
410.572, 449, 0.460192, 0.300967, 0.177884, 0.11986, 0.0497008
411.572, 450, 0.467718, 0.301723, 0.177579, 0.119872, 0.0496546
412.572, 451, 0.458478, 0.301929, 0.176273, 0.119997, 0.0498924
413.572, 452, 0.463627, 0.303948, 0.175019, 0.120619, 0.0499255
414.572, 453, 0.46601, 0.300201, 0.176406, 0.120373, 0.0501215
415.572, 454, 0.469843, 0.300653, 0.176515, 0.120126, 0.0503251
416.572, 455, 0.466962, 0.301474, 0.176352, 0.120764, 0.0503232
417.572, 456, 0.465051, 0.297449, 0.178055, 0.120796, 0.0504529
418.572, 457, 0.463973, 0.299865, 0.177796, 0.121218, 0.0504929
419.572, 458, 0.458988, 0.3053, 0.17792, 0.120605, 0.050497
420.572, 459, 0.467935, 0.308725, 0.178442, 0.121884, 0.0505573
421.572, 460, 0.458258, 0.303921, 0.17966, 0.121894, 0.0506952
422.572, 461, 0.4661, 0.302487, 0.179902, 0.122543, 0.0507357
423.572, 462, 0.460167, 0.304365, 0.178558, 0.122544, 0.0507806
424.572, 463, 0.465299, 0.306274, 0.179296, 0.122085, 0.0509074
425.572, 464, 0.454672, 0.301887, 0.179541, 0.121449, 0.0508678
426.572, 465, 0.465172, 0.300841, 0.178818, 0.121692, 0.050826
427.572, 466, 0.460127, 0.298431, 0.179539, 0.120428, 0.0507406
428.572, 467, 0.459691, 0.304724, 0.177675, 0.122049, 0.0506923
429.572, 468, 0.469493, 0.303172, 0.177962, 0.122042, 0.0506647
430.572, 469, 0.457516, 0.302923, 0.178273, 0.121641, 0.0505707
431.572, 470, 0.456515, 0.304826, 0.178273, 0.122887, 0.0505981
432.572, 471, 0.473384, 0.299715, 0.179082, 0.122986, 0.0505963
433.572, 472, 0.462459, 0.303599, 0.178542, 0.122346, 0.0506218
434.572, 473, 0.465011, 0.30612, 0.179983, 0.123098, 0.0506257
435.572, 474, 0.46686, 0.304662, 0.179129, 0.124168, 0.0505261
436.572, 475, 0.464397, 0.310591, 0.179703, 0.124128, 0.0505545
437.572, 476, 0.468062, 0.300886, 0.177542, 0.12377, 0.0505773
438.572, 477, 0.462783, 0.305112, 0.179336, 0.124787, 0.0508978
439.572, 478, 0.462531, 0.305284, 0.180876, 0.124112, 0.0507892
440.572, 479, 0.463542, 0.302892, 0.181282, 0.12564, 0.0507526
441.572, 480, 0.462891, 0.303572, 0.180061, 0.12551, 0.0509653
442.572, 481, 0.456984, 0.306708, 0.179696, 0.125406, 0.0512198
443.572, 482, 0.463678, 0.304402, 0.180673, 0.125398, 0.0511031
444.572, 483, 0.471077, 0.304033, 0.180365, 0.124693, 0.0512899
445.572, 484, 0.457322, 0.302031, 0.180337, 0.126016, 0.0512832
446.572, 485, 0.46182, 0.304335, 0.17978, 0.126727, 0.0513681
447.572, 486, 0.463885, 0.302692, 0.180502, 0.126476, 0.0514528
448.572, 487, 0.461584, 0.30241, 0.180243, 0.126059, 0.0515141
449.572, 488, 0.46071, 0.304042, 0.181708, 0.125916, 0.0514137
450.572, 489, 0.468384, 0.303233, 0.18069, 0.12707, 0.05146
451.572, 490, 0.464416, 0.306164, 0.179971, 0.126067, 0.0513563
452.572, 491, 0.466226, 0.304832, 0.180905, 0.12659, 0.0513045
453.572, 492, 0.462755, 0.298778, 0.180815, 0.126828, 0.0512665
454.572, 493, 0.457958, 0.305291, 0.180423, 0.126698, 0.0514415
455.572, 494, 0.466489, 0.300004, 0.181061, 0.125868, 0.0516098
456.572, 495, 0.457709, 0.299183, 0.181476, 0.126404, 0.0519211
457.572, 496, 0.460983, 0.301439, 0.18295, 0.126441, 0.052012
458.572, 497, 0.460469, 0.301144, 0.181772, 0.12733, 0.052087
459.572, 498, 0.46518, 0.301588, 0.180906, 0.127775, 0.0521742
460.572, 499, 0.461979, 0.307091, 0.182907, 0.127405, 0.0522088
461.572, 500, 0.45873, 0.302263, 0.182361, 0.127699, 0.052295
462.572, 501, 0.45792, 0.303329, 0.181546, 0.127336, 0.0521124
463.572, 502, 0.45699, 0.305281, 0.181207, 0.127752, 0.0522353
464.572, 503, 0.463217, 0.301935, 0.182476, 0.128757, 0.0524357
465.572, 504, 0.468925, 0.300934, 0.183298, 0.128134, 0.05252
466.572, 505, 0.460049, 0.301975, 0.18179, 0.128392, 0.0523984
467.572, 506, 0.462494, 0.307585, 0.181519, 0.128694, 0.0524787
468.572, 507, 0.458695, 0.305798, 0.181267, 0.128391, 0.0526223
469.572, 508, 0.459253, 0.297814, 0.181676, 0.127961, 0.0524668
470.572, 509, 0.453306, 0.307656, 0.181413, 0.127874, 0.052691
471.572, 510, 0.463305, 0.306012, 0.183254, 0.129561, 0.0527499
472.572, 511, 0.460675, 0.298319, 0.182693, 0.129236, 0.0527271
473.572, 512, 0.463279, 0.303601, 0.184236, 0.129005, 0.0526948
474.572, 513, 0.464365, 0.306889, 0.182923, 0.128931, 0.0528136
475.572, 514, 0.463802, 0.302458, 0.184194, 0.12918, 0.0527628
476.572, 515, 0.460136, 0.309009, 0.182044, 0.128924, 0.0527888
477.572, 516, 0.469816, 0.304457, 0.181298, 0.129826, 0.0526747
478.572, 517, 0.465412, 0.302027, 0.182057, 0.12929, 0.0526856
479.572, 518, 0.465576, 0.302654, 0.183219, 0.129608, 0.0527408
480.572, 519, 0.466058, 0.309189, 0.18365, 0.129527, 0.0526349
481.572, 520, 0.464009, 0.303089, 0.184078, 0.1304, 0.0525551
482.572, 521, 0.463783, 0.305374, 0.183252, 0.130994, 0.0525362
483.572, 522, 0.460316, 0.305119, 0.184572, 0.129717, 0.0524476
484.572, 523, 0.462589, 0.304338, 0.187305, 0.129851, 0.0523891
485.572, 524, 0.46272, 0.30465, 0.184669, 0.130335, 0.0525135
486.572, 525, 0.456159, 0.302234, 0.185676, 0.130672, 0.0524756
487.572, 526, 0.468921, 0.304694, 0.185068, 0.130759, 0.0525736
488.572, 527, 0.461945, 0.302173, 0.184892, 0.13124, 0.052575
489.572, 528, 0.46127, 0.303843, 0.183602, 0.130606, 0.052646
490.572, 529, 0.461032, 0.301895, 0.185248, 0.130891, 0.052742
491.572, 530, 0.458861, 0.304958, 0.18275, 0.129684, 0.0530346
492.572, 531, 0.46132, 0.301757, 0.183356, 0.130742, 0.0532712
493.572, 532, 0.45653, 0.30191, 0.184067, 0.130855, 0.0531714
494.572, 533, 0.458835, 0.302429, 0.183098, 0.131719, 0.0532068
495.572, 534, 0.464592, 0.306113, 0.184694, 0.130969, 0.0532041
496.572, 535, 0.455435, 0.311513, 0.185153, 0.131245, 0.0531923
497.572, 536, 0.46187, 0.308598, 0.183546, 0.13151, 0.0531047
498.572, 537, 0.460131, 0.309241, 0.184546, 0.131233, 0.0532544
499.572, 538, 0.462725, 0.306199, 0.183955, 0.132679, 0.0534176
500.572, 539, 0.465735, 0.3057, 0.184398, 0.133305, 0.0534921
501.572, 540, 0.45894, 0.304505, 0.184481, 0.132598, 0.0537296
502.572, 541, 0.464068, 0.305456, 0.185484, 0.132544, 0.0538417
503.572, 542, 0.467176, 0.300831, 0.184583, 0.134096, 0.0539134
504.572, 543, 0.460612, 0.307071, 0.185407, 0.133164, 0.0542078
505.572, 544, 0.461236, 0.305419, 0.184825, 0.132486, 0.0543249
506.572, 545, 0.46055, 0.309282, 0.18624, 0.132158, 0.0542572
507.572, 546, 0.45976, 0.309897, 0.185799, 0.13268, 0.0543349
508.572, 547, 0.465532, 0.304351, 0.185993, 0.134094, 0.0542746
509.572, 548, 0.466525, 0.308357, 0.185869, 0.133966, 0.0542434
510.572, 549, 0.459441, 0.302384, 0.18658, 0.133097, 0.0542192
511.572, 550, 0.463939, 0.302839, 0.186468, 0.133119, 0.0546352
512.572, 551, 0.464779, 0.30335, 0.186148, 0.134501, 0.0545834
513.572, 552, 0.463463, 0.304796, 0.187013, 0.133734, 0.0547658
514.572, 553, 0.463317, 0.305756, 0.187043, 0.133281, 0.0547125
515.572, 554, 0.461334, 0.303726, 0.187102, 0.133786, 0.0546871
516.572, 555, 0.459789, 0.306626, 0.187261, 0.134211, 0.0546568
517.572, 556, 0.465574, 0.305192, 0.18687, 0.134419, 0.0549823
518.572, 557, 0.456866, 0.306077, 0.186283, 0.133452, 0.0549172
519.572, 558, 0.462192, 0.307052, 0.186904, 0.133708, 0.0549776
520.572, 559, 0.465001, 0.306832, 0.18704, 0.133812, 0.0548814
521.572, 560, 0.463146, 0.308352, 0.186322, 0.134023, 0.0546855
522.572, 561, 0.465205, 0.308953, 0.186206, 0.135509, 0.054635
523.572, 562, 0.463099, 0.306019, 0.187413, 0.135614, 0.0548436
524.572, 563, 0.457944, 0.3056, 0.187285, 0.13545, 0.0549924
525.572, 564, 0.46335, 0.304699, 0.18816, 0.136296, 0.0547688
526.572, 565, 0.460176, 0.306743, 0.188345, 0.135919, 0.0547503
527.572, 566, 0.466766, 0.309006, 0.188178, 0.137596, 0.0549108
528.572, 567, 0.459565, 0.300744, 0.186249, 0.135713, 0.0549365
529.572, 568, 0.462504, 0.305372, 0.186794, 0.135674, 0.0550212
530.572, 569, 0.460364, 0.308273, 0.187254, 0.13548, 0.0552351
531.572, 570, 0.466162, 0.307269, 0.186849, 0.136423, 0.0551335
532.572, 571, 0.471998, 0.306374, 0.186574, 0.137113, 0.0554427
533.572, 572, 0.461703, 0.309209, 0.187198, 0.135589, 0.0555803
534.572, 573, 0.463105, 0.307685, 0.188933, 0.135125, 0.0558235
535.572, 574, 0.455363, 0.304016, 0.189043, 0.135514, 0.0557986
536.572, 575, 0.461503, 0.306876, 0.188385, 0.135834, 0.0558479
537.572, 576, 0.461477, 0.305173, 0.188389, 0.136824, 0.0557824
538.572, 577, 0.464721, 0.306852, 0.189046, 0.136897, 0.0559523
539.572, 578, 0.455603, 0.303682, 0.188892, 0.135595, 0.0558871
540.572, 579, 0.461661, 0.305046, 0.187885, 0.136114, 0.0557338
541.572, 580, 0.468088, 0.308338, 0.189269, 0.137389, 0.0558121
542.572, 581, 0.458512, 0.306033, 0.188972, 0.137501, 0.0558479
543.572, 582, 0.463398, 0.30891, 0.18903, 0.138569, 0.0562149
544.572, 583, 0.467196, 0.307008, 0.189511, 0.138071, 0.0563327
545.572, 584, 0.464076, 0.303368, 0.188527, 0.137969, 0.0561464
546.572, 585, 0.461878, 0.303607, 0.188105, 0.137443, 0.0561036
547.572, 586, 0.461714, 0.304908, 0.188277, 0.138967, 0.0561435
548.572, 587, 0.460831, 0.308911, 0.187092, 0.139341, 0.0564393
549.572, 588, 0.455747, 0.305351, 0.188308, 0.138472, 0.056461
550.572, 589, 0.474525, 0.305233, 0.187553, 0.137443, 0.0565334
551.572, 590, 0.466313, 0.307044, 0.188065, 0.137829, 0.0567317
552.572, 591, 0.463761, 0.304395, 0.188377, 0.139061, 0.0572542
553.572, 592, 0.458286, 0.309147, 0.188569, 0.14011, 0.0570747
554.572, 593, 0.454471, 0.303939, 0.191552, 0.140229, 0.0571534
555.572, 594, 0.462606, 0.307881, 0.196141, 0.138913, 0.057059
556.572, 595, 0.464608, 0.305404, 0.192368, 0.139649, 0.0571623
557.572, 596, 0.469336, 0.308849, 0.192029, 0.139613, 0.0571383
558.572, 597, 0.461659, 0.307272, 0.191619, 0.139533, 0.0573644
559.572, 598, 0.461648, 0.307055, 0.190486, 0.138413, 0.0574323
560.572, 599, 0.456301, 0.307602, 0.194386, 0.139897, 0.0571914
561.572, 600, 0.463529, 0.312864, 0.190825, 0.140879, 0.0574402
562.572, 601, 0.461362, 0.303624, 0.189082, 0.140633, 0.0574206
563.572, 602, 0.461037, 0.306943, 0.190196, 0.140222, 0.0575875
564.572, 603, 0.460091, 0.30433, 0.188889, 0.139946, 0.0575602
565.572, 604, 0.466027, 0.306737, 0.192299, 0.140982, 0.0577219
566.572, 605, 0.457136, 0.305607, 0.190467, 0.140758, 0.0580115
567.572, 606, 0.460754, 0.305728, 0.190627, 0.140431, 0.0579782
568.572, 607, 0.462688, 0.310614, 0.19026, 0.141478, 0.0580126
569.572, 608, 0.462953, 0.30841, 0.18916, 0.140131, 0.0579506
570.572, 609, 0.45688, 0.313022, 0.193335, 0.140261, 0.0581143
571.572, 610, 0.46502, 0.311526, 0.191019, 0.140948, 0.058174
572.572, 611, 0.462235, 0.310388, 0.191365, 0.140949, 0.0583788
573.572, 612, 0.46027, 0.30772, 0.190522, 0.140703, 0.0581842
574.572, 613, 0.464588, 0.308323, 0.190984, 0.140625, 0.0585992
575.572, 614, 0.465803, 0.30672, 0.189999, 0.142257, 0.058717
576.572, 615, 0.461076, 0.308609, 0.191424, 0.141599, 0.058598
577.572, 616, 0.467255, 0.305242, 0.190543, 0.142347, 0.058492
578.572, 617, 0.460924, 0.31182, 0.190283, 0.142481, 0.0584818
579.572, 618, 0.470307, 0.306207, 0.195717, 0.141059, 0.058323
580.572, 619, 0.463901, 0.307701, 0.193043, 0.141613, 0.0583199
581.572, 620, 0.453927, 0.304158, 0.192647, 0.14166, 0.0580226
582.572, 621, 0.467322, 0.303832, 0.19347, 0.142218, 0.0579894
583.572, 622, 0.455238, 0.303511, 0.191043, 0.142548, 0.0581446
584.572, 623, 0.46843, 0.304269, 0.192043, 0.141266, 0.0581782
585.572, 624, 0.467261, 0.304475, 0.192466, 0.141307, 0.0582806
586.572, 625, 0.466083, 0.31083, 0.191442, 0.142565, 0.058269
587.572, 626, 0.459632, 0.306653, 0.192262, 0.140572, 0.0583063
588.572, 627, 0.451112, 0.309686, 0.192699, 0.141809, 0.0585639
589.572, 628, 0.462512, 0.310901, 0.1923, 0.140838, 0.0584827
590.572, 629, 0.467273, 0.308424, 0.190997, 0.141018, 0.0585655
591.572, 630, 0.462786, 0.305173, 0.194561, 0.142739, 0.0587704
592.572, 631, 0.463152, 0.309774, 0.194031, 0.142341, 0.0586743
593.572, 632, 0.464492, 0.30861, 0.192857, 0.143026, 0.0587414
594.572, 633, 0.462778, 0.306306, 0.192413, 0.142246, 0.0585906
595.572, 634, 0.456778, 0.306466, 0.19161, 0.14331, 0.05852
596.572, 635, 0.464149, 0.308019, 0.191451, 0.14257, 0.058425
597.572, 636, 0.467629, 0.308473, 0.190685, 0.143325, 0.0587134
598.572, 637, 0.469058, 0.318039, 0.190634, 0.141829, 0.058641
599.572, 638, 0.464308, 0.309254, 0.194913, 0.143371, 0.0587882
600.572, 639, 0.458029, 0.307821, 0.192278, 0.143106, 0.058513
601.572, 640, 0.457372, 0.307258, 0.194387, 0.144434, 0.058303
602.572, 641, 0.456713, 0.310181, 0.191546, 0.142519, 0.0582818
603.572, 642, 0.472912, 0.306507, 0.192131, 0.14301, 0.0581334
604.572, 643, 0.461472, 0.305235, 0.19149, 0.14336, 0.0580309
605.572, 644, 0.462945, 0.30519, 0.192878, 0.143747, 0.0585272
606.572, 645, 0.461734, 0.310407, 0.191995, 0.144163, 0.0582457
607.572, 646, 0.465896, 0.307344, 0.193055, 0.144193, 0.0583155
608.572, 647, 0.462359, 0.308087, 0.192748, 0.144301, 0.0581449
609.572, 648, 0.46347, 0.303349, 0.192585, 0.145107, 0.058651
610.572, 649, 0.460802, 0.310117, 0.192275, 0.145279, 0.0584939
611.572, 650, 0.460856, 0.31309, 0.192934, 0.144132, 0.0587172
612.572, 651, 0.469693, 0.307455, 0.19318, 0.14439, 0.0586099
613.572, 652, 0.460498, 0.308531, 0.194697, 0.143657, 0.0585562
614.572, 653, 0.462082, 0.308061, 0.193503, 0.144859, 0.0588324
615.572, 654, 0.463258, 0.306274, 0.195451, 0.145448, 0.0592311
616.572, 655, 0.460421, 0.30756, 0.193487, 0.14549, 0.0593445
617.572, 656, 0.464191, 0.306252, 0.194133, 0.14559, 0.0593334
618.572, 657, 0.466939, 0.309461, 0.194829, 0.14509, 0.0594835
619.572, 658, 0.462027, 0.304678, 0.193789, 0.144978, 0.0595208
620.572, 659, 0.45815, 0.308121, 0.194827, 0.144827, 0.0595013
621.572, 660, 0.463196, 0.313421, 0.194349, 0.144981, 0.0594737
622.572, 661, 0.460219, 0.309775, 0.195193, 0.146402, 0.0595174
623.572, 662, 0.460753, 0.30412, 0.195556, 0.147426, 0.059739
624.572, 663, 0.464288, 0.309553, 0.196069, 0.147289, 0.0599322
625.572, 664, 0.464981, 0.313877, 0.195562, 0.14724, 0.0601489
626.572, 665, 0.46973, 0.312344, 0.193769, 0.14721, 0.06005
627.572, 666, 0.451802, 0.306131, 0.202963, 0.146129, 0.0598189
628.572, 667, 0.469207, 0.306431, 0.198009, 0.147367, 0.0594714
629.572, 668, 0.463209, 0.312749, 0.194882, 0.147495, 0.0595852
630.572, 669, 0.456732, 0.310799, 0.194167, 0.147191, 0.0596796
631.572, 670, 0.467161, 0.314221, 0.194549, 0.1476, 0.0596841
632.572, 671, 0.461902, 0.314709, 0.194796, 0.146855, 0.0599587
633.572, 672, 0.464928, 0.306258, 0.196699, 0.146974, 0.0600304
634.572, 673, 0.466744, 0.316119, 0.196508, 0.146851, 0.0601957
635.572, 674, 0.466005, 0.307126, 0.194383, 0.146674, 0.0602344
636.572, 675, 0.464077, 0.30629, 0.194118, 0.145764, 0.0604773
637.572, 676, 0.461744, 0.307649, 0.194201, 0.146576, 0.0604173
638.572, 677, 0.456956, 0.306884, 0.194979, 0.147316, 0.0605943
639.572, 678, 0.460206, 0.30825, 0.1938, 0.148422, 0.06047
640.572, 679, 0.46451, 0.307722, 0.193003, 0.146051, 0.0604572
641.572, 680, 0.46514, 0.309282, 0.194547, 0.145951, 0.0602387
642.572, 681, 0.468141, 0.3052, 0.195291, 0.147265, 0.0605753
643.572, 682, 0.464625, 0.308867, 0.195586, 0.14684, 0.0607949
644.572, 683, 0.459856, 0.313124, 0.196828, 0.146434, 0.0608245
645.572, 684, 0.462292, 0.308175, 0.197666, 0.148019, 0.0612401
646.572, 685, 0.465839, 0.307688, 0.197805, 0.149152, 0.0611139
647.572, 686, 0.456731, 0.307803, 0.195796, 0.149246, 0.0613802
648.572, 687, 0.463142, 0.307988, 0.19514, 0.150471, 0.0617277
649.572, 688, 0.463401, 0.310335, 0.196401, 0.149947, 0.0618137
650.572, 689, 0.458449, 0.310295, 0.196142, 0.148555, 0.0619281
651.572, 690, 0.464113, 0.31087, 0.195198, 0.148451, 0.0622316
652.572, 691, 0.461285, 0.306554, 0.197619, 0.147889, 0.0622057
653.572, 692, 0.459053, 0.308932, 0.196693, 0.147518, 0.0622778
654.572, 693, 0.466388, 0.31048, 0.196653, 0.14799, 0.0622145
655.572, 694, 0.469814, 0.307581, 0.197374, 0.148898, 0.0622859
656.572, 695, 0.465426, 0.308897, 0.197232, 0.150188, 0.0620651
657.572, 696, 0.463755, 0.308839, 0.198902, 0.149264, 0.0623214
658.572, 697, 0.464888, 0.306703, 0.197233, 0.149217, 0.0621001
659.572, 698, 0.462016, 0.309824, 0.198391, 0.147424, 0.0619355
660.572, 699, 0.462591, 0.306627, 0.197836, 0.147805, 0.0618034
