# Digitized from Steinberg & Heizler 2022, ApJS 258, 14 (arXiv:2108.13453) Fig. 8(a)
# Crooked-pipe material temperature vs time (DIMC).
# Probes: P1 (r=0,z=0.25), P2 (0,2.75), P3 (1.25,3.5), P4 (0,4.25), P5 (0,6.75) cm
# t_ns, T1_keV, T2_keV, T3_keV, T4_keV, T5_keV
# t_ns,T1_keV,T2_keV,T3_keV,T4_keV,T5_keV
0.49173296,0.38343034,0.060778657,0.049963218,0.049998702,0.049821287
0.50612834,0.38484831,0.061160012,0.049961263,0.049996746,0.049814533
0.52094513,0.3862146,0.061523584,0.049960082,0.049995565,0.049806901
0.53619568,0.3874847,0.061855493,0.049960082,0.049995565,0.04979805
0.55189268,0.3887721,0.062207,0.049960082,0.049994869,0.049789359
0.56804922,0.39005704,0.062588729,0.049960082,0.049992747,0.049781258
0.58467873,0.39119163,0.063074982,0.049960082,0.049983986,0.049776877
0.60179506,0.39235944,0.06357547,0.049960082,0.049974968,0.049772368
0.61941248,0.39356143,0.06409061,0.049960082,0.049965686,0.049767727
0.63754564,0.39515462,0.064598819,0.049957329,0.049959431,0.049760471
0.65620964,0.39688297,0.065116434,0.049953812,0.049953812,0.049752385
0.67542003,0.39878918,0.065641333,0.049949207,0.049949207,0.049743177
0.6951928,0.40060229,0.066165936,0.049945316,0.049943773,0.049743878
0.71554441,0.40228767,0.06668688,0.04994234,0.049937337,0.049756961
0.73649181,0.40348441,0.06716649,0.04994234,0.049928201,0.049807206
0.75805244,0.40471618,0.067660139,0.04994234,0.049918798,0.049858921
0.78024425,0.40594811,0.068171855,0.04994234,0.049909424,0.049910207
0.80308572,0.40626888,0.068793919,0.04994234,0.049907782,0.04991169
0.82659587,0.40650849,0.06944331,0.04994234,0.049906857,0.049908313
0.85079428,0.40664252,0.070123048,0.04994234,0.049906857,0.04989874
0.87570109,0.40785567,0.070917144,0.04994049,0.049908707,0.049889249
0.90133704,0.40966762,0.071783975,0.049937617,0.04991158,0.04987967
0.92772348,0.41257662,0.072767901,0.049932864,0.049916333,0.049870164
0.95488237,0.415311,0.073777706,0.049928467,0.049923884,0.049860017
0.98283633,0.41778029,0.074813185,0.049924599,0.049935189,0.049849094
1.0116086,0.41823304,0.075855451,0.049924599,0.049968202,0.049834946
1.0412233,0.41869904,0.076928229,0.049924599,0.050002181,0.049820383
1.0717048,0.41917869,0.078032413,0.049924599,0.050037155,0.049805394
1.1030787,0.4202364,0.079040493,0.049928252,0.050034055,0.049791065
1.1353711,0.42141158,0.080058385,0.049932573,0.050024866,0.049776485
1.1686089,0.42269903,0.081088346,0.049937525,0.050010011,0.04976163
1.2028196,0.42326287,0.082371285,0.04994242,0.050017049,0.049782493
1.2380319,0.4234544,0.083805582,0.049947357,0.050035697,0.049822431
1.274275,0.42296925,0.085481571,0.049952257,0.050074901,0.049895939
1.3115791,0.42271719,0.087098121,0.049955609,0.05010817,0.049955093
1.3499753,0.42264554,0.088679601,0.049957775,0.050137033,0.050003444
1.3894955,0.42359283,0.089859399,0.04995302,0.050137497,0.04998506
1.4301727,0.42456084,0.091085639,0.049948239,0.050138147,0.049965287
1.4720406,0.42552066,0.092377446,0.049943671,0.05013982,0.049945339
1.5151343,0.42570744,0.094357632,0.049946684,0.050163561,0.049933652
1.5594895,0.42570744,0.096551908,0.049951637,0.05019328,0.049923746
1.6051432,0.42570744,0.09881042,0.049956736,0.050223869,0.049913549
1.6521334,0.42619582,0.1008777,0.049961739,0.050238708,0.049913664
1.7004992,0.42699291,0.10285035,0.049966742,0.050243946,0.049920178
1.750281,0.4279715,0.1047974,0.049971812,0.050243946,0.049930319
1.80152,0.4291133,0.10717821,0.049979609,0.050242587,0.04993096
1.8542591,0.43045022,0.11008152,0.049990732,0.050239554,0.049919845
1.9085421,0.43198918,0.11352597,0.0500053,0.050234787,0.049896545
1.9644143,0.43337192,0.11699526,0.050017797,0.05022744,0.049871039
2.0219221,0.43421226,0.12019173,0.050022994,0.050214227,0.049845494
2.0811134,0.43426555,0.12296045,0.050017669,0.050192758,0.049820187
2.1420375,0.43398021,0.1255737,0.050007565,0.050167092,0.049797642
2.2047452,0.43387287,0.12823013,0.049998341,0.050140183,0.049800428
2.2692886,0.4341399,0.13089685,0.04999123,0.050111489,0.049855952
2.3357215,0.43476961,0.13357819,0.049986152,0.050081019,0.049962596
2.4040992,0.43543109,0.13637262,0.04998073,0.050051312,0.05007081
2.4744786,0.43621171,0.13950764,0.049973688,0.050033115,0.050170575
2.5469184,0.43720662,0.14323103,0.049963639,0.05003814,0.050250972
2.6214789,0.43823066,0.14706341,0.049953295,0.050043312,0.050333723
2.6982221,0.43907714,0.15105052,0.049946412,0.05004277,0.050401094
2.7772119,0.43890653,0.15536786,0.049958225,0.050012769,0.050381068
2.8585142,0.43862669,0.15983296,0.049972274,0.049978943,0.050351515
2.9421965,0.43826221,0.16444444,0.049988121,0.049941967,0.050314538
3.0283287,0.43785093,0.16819072,0.049999853,0.049924372,0.050285986
3.1169823,0.43742138,0.17187414,0.050011138,0.049909792,0.050258238
3.2082312,0.43697036,0.17541934,0.050021626,0.04989982,0.050232016
3.3021515,0.43667729,0.17885814,0.050029664,0.049889555,0.05019707
3.3988212,0.4364521,0.18230371,0.050036705,0.04987899,0.050157546
3.4983209,0.43634845,0.18569278,0.050041887,0.049868116,0.050110907
3.6007335,0.436727,0.1888195,0.050052353,0.049848117,0.050062745
3.7061441,0.43745007,0.1917893,0.050066652,0.04982148,0.050013064
3.8146407,0.43923625,0.19406964,0.050092389,0.049775153,0.049961589
3.9263134,0.44087165,0.19654086,0.050116671,0.049728669,0.049908608
4.0412553,0.44231905,0.19922862,0.050139097,0.049682218,0.049854076
4.1595622,0.44276721,0.20263176,0.050150846,0.04964056,0.049797951
4.2813324,0.44308732,0.20617576,0.05016131,0.049601912,0.049740202
4.4066674,0.4434292,0.20970438,0.05017198,0.049570462,0.049680812
4.5356716,0.44385766,0.21260074,0.050182352,0.049589517,0.049619982
4.6684524,0.4443302,0.21526747,0.050192777,0.049631079,0.049557508
4.8051203,0.44480658,0.21801868,0.050203596,0.049673133,0.049493263
4.9457891,0.44475937,0.22119562,0.050219475,0.049677441,0.049430283
5.0905759,0.44422234,0.22477924,0.05024013,0.049646459,0.049368319
5.2396014,0.4436696,0.22846776,0.050261389,0.049614569,0.04930454
5.3929895,0.44347674,0.23179202,0.050288907,0.049623513,0.049248666
5.550868,0.44398045,0.23433179,0.050327755,0.049710707,0.049209401
5.7133684,0.44460536,0.23681222,0.050369336,0.049812277,0.049171753
5.880626,0.44525457,0.23923962,0.050412096,0.049896203,0.049129607
6.05278,0.44579361,0.24134149,0.05045357,0.049867545,0.049066071
6.2299737,0.44631949,0.24341602,0.050495689,0.049812266,0.048996157
6.4123548,0.44684135,0.24548819,0.050538678,0.049737142,0.048921004
6.600075,0.44839017,0.2475092,0.050619575,0.049693777,0.048851452
6.7932907,0.45021727,0.24956361,0.050711278,0.049656963,0.04878166
6.9921628,0.45243325,0.25164109,0.050817815,0.049630329,0.04871241
7.1968567,0.45349964,0.25252197,0.05094959,0.049577413,0.048637408
7.4075431,0.45402597,0.25283715,0.051095627,0.049510953,0.048558458
7.6243972,0.4535567,0.2521148,0.051264352,0.049421318,0.048474096
7.8475997,0.45302118,0.25169083,0.051451541,0.049339609,0.048388059
8.0773364,0.45243425,0.25147183,0.051653411,0.049262687,0.048300046
8.3137986,0.45172257,0.25190094,0.051888893,0.049205125,0.048211086
8.5571831,0.45137776,0.25251763,0.052146596,0.049140723,0.048120768
8.8076927,0.45145817,0.2533489,0.052429051,0.04906865,0.048029206
9.0655359,0.45317958,0.25494428,0.052784552,0.048972685,0.047940231
9.3309274,0.45504253,0.25674269,0.053174448,0.048887413,0.04784926
9.6040882,0.45667307,0.25873789,0.053612852,0.048838425,0.047755454
9.8852457,0.45724399,0.26134772,0.054207236,0.048937656,0.047658236
10.174634,0.45738738,0.26420859,0.054879436,0.049098949,0.047558841
10.472494,0.45761666,0.26676367,0.055582234,0.049247603,0.047463312
10.779074,0.45829299,0.26729388,0.056364465,0.049307027,0.047401506
11.094629,0.45937585,0.2659955,0.057221292,0.049286001,0.047369967
11.419422,0.46047862,0.26467393,0.058106421,0.049264122,0.047338023
11.753723,0.46092493,0.26417993,0.0592056,0.04922776,0.047335482
12.09781,0.46014598,0.26522891,0.060675212,0.049165444,0.047387412
12.451971,0.45934423,0.2663086,0.062187846,0.049101304,0.047440862
12.816499,0.4586225,0.26739454,0.063756008,0.049026085,0.047466985
13.1917,0.45834207,0.26839897,0.065420327,0.048907549,0.047364775
13.577884,0.45808972,0.2694239,0.067137314,0.048782316,0.047249438
13.975373,0.45785698,0.27047822,0.068913955,0.048652514,0.04712365
14.384499,0.45784453,0.27213649,0.071445767,0.048656067,0.046979072
14.805602,0.45785505,0.27390222,0.074123971,0.048673822,0.046828708
15.239032,0.45789834,0.27580155,0.076981082,0.0487117,0.046671783
15.685152,0.45838684,0.27764308,0.079916762,0.048748608,0.046792141
16.144331,0.45903327,0.27950183,0.082936743,0.048785923,0.047007211
16.616953,0.45986632,0.28137217,0.086043217,0.048823544,0.047335057
17.10341,0.46067388,0.28225173,0.089162154,0.049072349,0.047588873
17.604108,0.46147551,0.28253722,0.092325872,0.04945298,0.047800544
18.119465,0.46225619,0.28189993,0.095512315,0.05003185,0.047943934
18.649908,0.46264909,0.28118214,0.098960303,0.050467885,0.048174007
19.19588,0.46260783,0.2803762,0.10269185,0.050743266,0.048500341
19.757835,0.46185135,0.27943913,0.10682522,0.050748882,0.048979653
20.336241,0.46103103,0.2788348,0.11101404,0.050703967,0.049411231
20.93158,0.46028465,0.27906418,0.11509672,0.05061717,0.049675623
21.544347,0.4596524,0.28048201,0.11898135,0.050471523,0.049698164
22.175053,0.45912557,0.28235494,0.12278492,0.050336606,0.049620217
22.824222,0.45905128,0.28393088,0.12623727,0.050445628,0.049522416
23.492396,0.45955166,0.28511928,0.1292205,0.050863403,0.049400093
24.180131,0.46055635,0.28597433,0.13180704,0.051552791,0.049255803
24.887999,0.46142926,0.28714424,0.1344236,0.052222414,0.049109498
25.616589,0.46213567,0.2886937,0.13706231,0.052864044,0.048961543
26.366509,0.46254238,0.29086457,0.13968743,0.053445057,0.048813649
27.138383,0.46276814,0.29270547,0.1423025,0.054147269,0.048646392
27.932853,0.46269737,0.29398174,0.14485756,0.055033796,0.048450612
28.75058,0.46157441,0.29315264,0.14701427,0.056513581,0.048167249
29.592247,0.46051262,0.29242493,0.14922623,0.058002022,0.047876669
30.458553,0.45951569,0.29180414,0.15149492,0.059498667,0.047578682
31.350221,0.46036108,0.29366607,0.15367322,0.060349242,0.047293428
32.267991,0.46123122,0.29558251,0.15591529,0.061224718,0.046999823
33.212629,0.46212683,0.29755505,0.158223,0.062125822,0.046697623
34.184921,0.46352974,0.29849507,0.16065841,0.064173454,0.046388152
35.185677,0.46506702,0.29925119,0.16317679,0.066498254,0.046069927
36.21573,0.4666555,0.30001541,0.16576966,0.068905534,0.045742406
37.275937,0.46691583,0.30012255,0.16755954,0.073331031,0.045510335
38.367182,0.46646934,0.2998797,0.16894504,0.078898359,0.045326061
39.490372,0.46579312,0.29952266,0.17023257,0.084935669,0.045152948
40.646444,0.4656494,0.29915028,0.17197607,0.0911581,0.044926018
41.836359,0.46608093,0.29876188,0.17420947,0.097571481,0.044641296
43.061109,0.46676362,0.29836001,0.1766889,0.10417623,0.044327186
44.321713,0.46726062,0.29881614,0.17895216,0.1105388,0.044032016
45.619221,0.46726426,0.30119511,0.18060512,0.11613089,0.043794942
46.954714,0.46706324,0.30441359,0.18203369,0.12150093,0.043577835
48.329302,0.46683534,0.30752707,0.18343662,0.12639655,0.043389719
49.744132,0.46695084,0.3076914,0.18510202,0.12842476,0.043352108
51.20038,0.46719696,0.30675549,0.18689666,0.12941805,0.0433701
52.699259,0.46755466,0.30488566,0.18880986,0.12954271,0.043435138
54.242018,0.4672981,0.30539626,0.19062083,0.13225296,0.044125194
55.829941,0.46681355,0.3067812,0.19242897,0.13595373,0.045055353
57.46435,0.46598414,0.30949565,0.19420628,0.1411295,0.046342562
59.146605,0.46571295,0.31162261,0.19589572,0.14491937,0.047503327
60.878109,0.46575769,0.31344104,0.19755681,0.14796543,0.048606825
62.660302,0.46647117,0.31454852,0.19910623,0.14933913,0.049554576
64.494668,0.46718067,0.31512302,0.20066064,0.15130906,0.050468224
66.382734,0.46789341,0.31531537,0.20223208,0.15372899,0.051364976
68.326074,0.46856355,0.31407006,0.20374651,0.15763905,0.052130104
70.326304,0.46921521,0.31309049,0.20527624,0.16106312,0.05290471
72.385091,0.4698365,0.31247445,0.20681309,0.16380815,0.053685224
74.504148,0.47030178,0.31322186,0.20826226,0.16388856,0.054429525
76.68524,0.47073507,0.31420739,0.20973442,0.16361515,0.055415354
78.930183,0.4711394,0.3151391,0.21126143,0.16370674,0.057083678
81.240846,0.47142088,0.31583072,0.21287117,0.16500712,0.060914438
83.619153,0.47162957,0.31641748,0.21454793,0.16695511,0.065825103
86.067085,0.47168191,0.31707602,0.21628812,0.16919022,0.070224384
88.586679,0.47116898,0.31794433,0.21812932,0.17229355,0.072466622
91.180034,0.47006613,0.31903128,0.22007522,0.17630199,0.072456018
93.849309,0.46901511,0.32016473,0.22205298,0.18021738,0.072676968
96.596726,0.46842999,0.32140714,0.22392727,0.18299682,0.074282635
99.424573,0.46885896,0.32284285,0.22552093,0.18326084,0.078797221
102.3352,0.46850796,0.32357897,0.22667367,0.18506174,0.081760119
105.33104,0.46785954,0.32406794,0.2276835,0.1874694,0.084199672
108.41459,0.46719214,0.32457123,0.2287229,0.18994755,0.086710641
111.5884,0.46756163,0.32523817,0.23036513,0.19234589,0.089817007
114.85512,0.46877937,0.32604269,0.23250918,0.19469366,0.093428011
118.21748,0.46999984,0.32685205,0.23469015,0.19705368,0.097194549
121.67827,0.47051946,0.32748754,0.23648256,0.19918111,0.10114771
125.24038,0.46986657,0.3278235,0.2375982,0.20088625,0.10533767
128.90676,0.4694085,0.32828236,0.23884888,0.20289989,0.10872145
132.68047,0.46911619,0.32884933,0.24022191,0.20518901,0.11142646
136.56467,0.46928842,0.32968293,0.24186154,0.20811692,0.11215671
140.56257,0.4697016,0.33065169,0.24336994,0.2094334,0.11272719
144.6775,0.4702727,0.3317164,0.24481326,0.20971814,0.11319572
148.9129,0.47088272,0.33279803,0.24632558,0.2092564,0.1134741
153.27229,0.47122056,0.33372449,0.24819206,0.20964642,0.11359996
157.75931,0.47120458,0.33444378,0.25050178,0.21113296,0.11352803
162.37767,0.47158673,0.33504759,0.25170489,0.21448189,0.1165152
167.13124,0.47205407,0.33560786,0.25276945,0.21795731,0.12015898
172.02397,0.47255657,0.33607969,0.25392231,0.22079143,0.12407629
177.05994,0.47283094,0.33632838,0.25548722,0.22221677,0.12709482
182.24332,0.47291817,0.33640112,0.25726683,0.22292615,0.12952582
187.57846,0.47223286,0.33578873,0.25901832,0.22309913,0.13011447
193.06977,0.47226343,0.3372348,0.26029753,0.22670814,0.12995543
198.72185,0.4730165,0.34075916,0.2611008,0.23378697,0.12904171
204.53938,0.47439393,0.34110418,0.26340425,0.23365926,0.13380375
210.52723,0.47490013,0.34109601,0.26534993,0.23352618,0.13809617
216.69036,0.47346229,0.34093157,0.26622683,0.23470054,0.14026574
223.03393,0.47284398,0.34158587,0.26744798,0.23755303,0.14048529
229.56319,0.47268759,0.34235909,0.26888689,0.24072932,0.14023155
236.2836,0.47351007,0.34214729,0.27075602,0.24221096,0.1411547
243.20075,0.47352083,0.34297156,0.27244828,0.24387329,0.14344863
250.3204,0.4728918,0.34461821,0.27401272,0.24568944,0.14683883
257.64847,0.47374648,0.34644264,0.2760104,0.24579403,0.14866779
265.19107,0.47441147,0.34752823,0.2780012,0.24684223,0.14992046
272.95448,0.47471812,0.34740749,0.27993729,0.24943744,0.15027628
280.94516,0.4747386,0.34764896,0.28107006,0.2506581,0.15430472
289.16977,0.47499335,0.34799998,0.2819499,0.25189529,0.15750321
297.63514,0.47636147,0.34841021,0.28257698,0.25437649,0.15413863
306.34835,0.47641414,0.34938092,0.28399246,0.25657318,0.15632128
315.31662,0.47564721,0.35066488,0.28588904,0.25861906,0.16161839
324.54745,0.47446772,0.35108436,0.28746329,0.26064971,0.16043468
334.0485,0.47300527,0.35227445,0.28895665,0.26193598,0.15973846
343.82769,0.47119894,0.3544184,0.29033983,0.26228573,0.15965465
353.89317,0.473712,0.35377284,0.29117324,0.26216209,0.15910182
364.25331,0.47583298,0.35331332,0.29196859,0.26284208,0.15975961
374.91674,0.47504328,0.35452203,0.29286194,0.26584049,0.16382174
385.89235,0.4752912,0.35567399,0.29463007,0.2681605,0.16804345
397.18926,0.47598103,0.35665106,0.29670538,0.2700732,0.17154885
408.81688,0.47631552,0.35620741,0.29774028,0.2709143,0.16771294
420.7849,0.4761642,0.35667045,0.29901467,0.27177822,0.16868214
433.10329,0.47553865,0.3580188,0.30052465,0.2726657,0.17434079
445.78229,0.47664429,0.3586326,0.30190671,0.27479283,0.17366954
458.83246,0.47672327,0.35950567,0.30350094,0.27671704,0.17274672
472.26468,0.47446852,0.3609933,0.30550373,0.27799542,0.17232473
486.09012,0.47297051,0.3622883,0.30683782,0.27962706,0.17613465
500.3203,0.47244295,0.36363542,0.30799749,0.28142748,0.18002479
514.96706,0.47567935,0.36549324,0.30933156,0.28336391,0.17670136
530.0426,0.47721921,0.36591617,0.31051597,0.28463385,0.17740246
545.55948,0.47747893,0.36524969,0.31159544,0.28540595,0.18117348
561.53061,0.47528516,0.36441397,0.3127289,0.28607571,0.18277554
577.96929,0.47537382,0.36549078,0.31422346,0.28777835,0.18504713
