# Digitized from Steinberg & Heizler 2022, ApJS 258, 14 (arXiv:2108.13453) Fig. 8(a)
# Crooked-pipe material temperature vs time (IMC).
# Probes: P1 (r=0,z=0.25), P2 (0,2.75), P3 (1.25,3.5), P4 (0,4.25), P5 (0,6.75) cm
# t_ns, T1_keV, T2_keV, T3_keV, T4_keV, T5_keV
# t_ns,T1_keV,T2_keV,T3_keV,T4_keV,T5_keV
0.10967313,0.1917368,0.050371424,0.049977823,0.049977823,0.049955686
0.11288379,0.19590844,0.050448431,0.049977823,0.049977823,0.04995303
0.11618844,0.20020221,0.050527692,0.049977823,0.049977823,0.049950297
0.11958983,0.20462167,0.050609273,0.049977823,0.049977823,0.049947484
0.12309079,0.20917051,0.050693243,0.049977823,0.049977823,0.049944589
0.12669425,0.21368691,0.050774998,0.049977823,0.049977823,0.04994294
0.13040319,0.21819612,0.050855214,0.049977823,0.049977823,0.049942364
0.13422072,0.22276663,0.050935784,0.049977823,0.049977823,0.04994234
0.13815,0.22746785,0.051018624,0.049977823,0.049977823,0.04994234
0.14219431,0.2323067,0.051103891,0.049977823,0.049977823,0.04994234
0.14635701,0.23723948,0.051193791,0.049977823,0.049977823,0.049942199
0.15064158,0.24211907,0.051295173,0.049977823,0.049977823,0.049941471
0.15505158,0.24637289,0.05143395,0.049977823,0.049977823,0.049938455
0.15959068,0.25075124,0.05157679,0.049977823,0.049977823,0.049935349
0.16426266,0.25525776,0.051723811,0.049977823,0.049977823,0.049932153
0.16907141,0.25989621,0.051875136,0.049977823,0.049977823,0.049928864
0.17402094,0.26455893,0.052021932,0.04997859,0.049979358,0.049926323
0.17911536,0.26920961,0.052161091,0.049980402,0.049982982,0.049924834
0.18435892,0.27382529,0.052290574,0.049983445,0.049989067,0.049924599
0.18975599,0.27854415,0.052421281,0.049986797,0.04999577,0.049924599
0.19531105,0.28340115,0.052555815,0.049990246,0.050002669,0.049924599
0.20102874,0.28825521,0.0526974,0.049993138,0.050007852,0.049924599
0.20691381,0.2931305,0.052845722,0.049995565,0.050011588,0.049924599
0.21297116,0.29759842,0.053010185,0.049995565,0.050008162,0.049924599
0.21920585,0.30219713,0.053179463,0.049995565,0.050004635,0.049924599
0.22562305,0.30693047,0.053353696,0.049995565,0.050001005,0.049924599
0.23222811,0.31164094,0.053530318,0.049995565,0.049998245,0.049924134
0.23902653,0.31614121,0.053706264,0.049995565,0.04999751,0.049922653
0.24602398,0.32005355,0.053875271,0.049995565,0.050001106,0.049919057
0.25322628,0.32408041,0.054049226,0.049995565,0.050004807,0.049915356
0.26063942,0.32818745,0.054226836,0.049995484,0.050008528,0.049911555
0.26826958,0.33218492,0.054400894,0.049994907,0.050011813,0.049907692
0.27612311,0.33550059,0.054549623,0.049992596,0.050013306,0.049903888
0.28420655,0.33826353,0.054677956,0.049988821,0.050013306,0.049900114
0.29252663,0.34110735,0.054810046,0.049984936,0.050013306,0.049896229
0.30109028,0.34399355,0.054949443,0.049981378,0.050012906,0.04989227
0.30990463,0.34689645,0.055098629,0.049978445,0.050011831,0.049888262
0.31897702,0.34966163,0.055270929,0.049977823,0.050008545,0.049884354
0.328315,0.35244834,0.055453274,0.049977823,0.050004581,0.04988039
0.33792635,0.35531663,0.055640957,0.049977823,0.050000501,0.04987631
0.34781907,0.35791772,0.055867264,0.049977823,0.04999642,0.049872229
0.35800139,0.36035686,0.056122659,0.049977823,0.0499923,0.049868109
0.3684818,0.36230505,0.056438583,0.049977823,0.04998825,0.049864059
0.37926902,0.36431028,0.056763755,0.049977823,0.049984081,0.04985989
0.39037203,0.36637421,0.057098446,0.049977823,0.04997979,0.049855599
0.40180009,0.36759088,0.057423916,0.049975032,0.049978444,0.049854254
0.41356269,0.36861733,0.057754182,0.049971464,0.049977823,0.049853633
0.42566965,0.36948492,0.058090158,0.049967211,0.049977823,0.049853633
0.43813103,0.3703509,0.058445238,0.0499634,0.049976796,0.049853119
0.45095721,0.37121332,0.058820632,0.049960082,0.049974638,0.04985204
0.46415888,0.37193794,0.059262983,0.049960082,0.049966212,0.049847827
0.47774703,0.37268376,0.059718284,0.049960082,0.04995754,0.049843491
0.49173296,0.37345142,0.060186913,0.049960082,0.049948614,0.049839028
0.50612834,0.37477855,0.06066094,0.049957683,0.0499495,0.049834673
0.52094513,0.37631386,0.06114622,0.049954457,0.049953589,0.049830267
0.53619568,0.37814158,0.061641871,0.049950032,0.04996244,0.049825841
0.55189268,0.37994901,0.062139368,0.049946208,0.049970435,0.049822366
0.56804922,0.38166051,0.062625885,0.049943749,0.049976414,0.049820967
0.58467873,0.38272501,0.063007003,0.049948129,0.049972034,0.049829728
0.60179506,0.38382068,0.063399277,0.049952638,0.049967525,0.049838746
0.61941248,0.38494841,0.063803035,0.049957279,0.049962884,0.049848028
0.63754564,0.38603189,0.064263702,0.049961783,0.04995838,0.049848779
0.65620964,0.38712788,0.064749064,0.049966351,0.049953812,0.049847363
0.67542003,0.38822833,0.065264755,0.049970956,0.049949207,0.049842758
0.6951928,0.38935505,0.065818598,0.049974076,0.049943773,0.049841181
0.71554441,0.39050754,0.06641665,0.049975321,0.049937337,0.049843396
0.73649181,0.3916723,0.067115509,0.049970754,0.049928201,0.049857099
0.75805244,0.39287117,0.067834827,0.049966052,0.049918798,0.049871204
0.78024425,0.39411461,0.068566992,0.049961503,0.049910112,0.04988499
0.80308572,0.39564475,0.069103933,0.049964455,0.049927338,0.049879906
0.82659587,0.3972436,0.069635883,0.049968224,0.04994757,0.04987283
0.85079428,0.39891901,0.070157653,0.049973011,0.049971505,0.049863257
0.87570109,0.40040976,0.070723007,0.049977757,0.05001373,0.049853766
0.90133704,0.4018217,0.071319741,0.049982546,0.050066407,0.049844187
0.92772348,0.40304804,0.071961432,0.049987299,0.050137706,0.049834681
0.95488237,0.4042321,0.072631656,0.049991697,0.050202764,0.049824534
0.98283633,0.40534693,0.07333445,0.049995565,0.050258662,0.049813611
1.0116086,0.40586571,0.074136193,0.049995565,0.050249229,0.049799463
1.0412233,0.40639967,0.074961407,0.049995565,0.050239521,0.0497849
1.0717048,0.40694926,0.07581078,0.049995565,0.050229528,0.049769911
1.1030787,0.40793135,0.076768901,0.049995565,0.050216322,0.04978481
1.1353711,0.40900606,0.077767938,0.049995565,0.050202281,0.049804797
1.1686089,0.41016972,0.078807803,0.049995565,0.050187426,0.049829556
1.2028196,0.41081064,0.079711459,0.049995565,0.050170764,0.049840209
1.2380319,0.41118596,0.080556458,0.049995565,0.050152914,0.0498436
1.274275,0.41107325,0.081276839,0.049995565,0.050133312,0.049833799
1.3115791,0.41112837,0.082195341,0.049993952,0.050123934,0.049823869
1.3499753,0.41131507,0.083275165,0.049991068,0.050122481,0.049813769
1.3894955,0.41221381,0.085117522,0.049981441,0.050165568,0.049804026
1.4301727,0.41320368,0.087032117,0.049972097,0.050209352,0.049793815
1.4720406,0.41430483,0.089012621,0.049963517,0.050252423,0.049783004
1.5151343,0.41724305,0.09126732,0.049977458,0.050252999,0.049765291
1.5594895,0.42070039,0.093639912,0.04999727,0.050243093,0.049745478
1.6051432,0.42425895,0.09608196,0.050017663,0.050232897,0.049725085
1.6521334,0.42551703,0.098104151,0.050025025,0.050286151,0.049705071
1.7004992,0.42536234,0.099889342,0.050024387,0.050379395,0.049685059
1.750281,0.4244243,0.10156766,0.050019317,0.050496015,0.049664777
1.80152,0.42376898,0.10340613,0.050018317,0.050576106,0.049643106
1.8542591,0.42346723,0.10543184,0.050022358,0.050610539,0.049619845
1.9085421,0.42353216,0.10765127,0.050031624,0.050597623,0.049594939
1.9644143,0.42382918,0.1099927,0.050040704,0.050587884,0.049575608
2.0219221,0.42458187,0.11249726,0.05004687,0.050605942,0.049572349
2.0811134,0.42597902,0.11520682,0.050048789,0.050663631,0.049592162
2.1420375,0.42766201,0.11805026,0.050049136,0.050737971,0.049621436
2.2047452,0.42911629,0.12094118,0.050052436,0.050793403,0.049639209
2.2692886,0.43004998,0.1238443,0.050061793,0.050807743,0.049632469
2.3357215,0.43048164,0.12676432,0.050077028,0.050782351,0.049601999
2.4040992,0.43091904,0.12972881,0.050092425,0.050760022,0.049576639
2.4744786,0.43131775,0.13247327,0.050106149,0.050765517,0.049595443
2.5469184,0.43162929,0.13470931,0.050116198,0.050825814,0.049700964
2.6214789,0.43194994,0.1370108,0.050126542,0.050887877,0.049809574
2.6982221,0.43225889,0.13949699,0.050133424,0.050938587,0.049898858
2.7772119,0.43247098,0.14264492,0.050121612,0.050924662,0.049877776
2.8585142,0.43267868,0.14594393,0.050107563,0.050903716,0.049844774
2.9421965,0.4328847,0.14938273,0.050091716,0.050877304,0.049802516
3.0283287,0.43228394,0.15237758,0.050083521,0.050933196,0.049763194
3.1169823,0.43152539,0.15536617,0.050076486,0.051005055,0.049723441
3.2082312,0.43054469,0.15830827,0.050071241,0.051099454,0.049683551
3.3021515,0.43133205,0.16149625,0.050072935,0.051130665,0.049642493
3.3988212,0.43294512,0.16484893,0.050077846,0.051133329,0.049600233
3.4983209,0.43595071,0.16841936,0.05008821,0.05108669,0.049556736
3.6007335,0.43833454,0.17234375,0.050106511,0.051042473,0.049513563
3.7061441,0.4403004,0.17655441,0.050130594,0.050999565,0.049470223
3.8146407,0.44079971,0.18142394,0.050171774,0.050963532,0.049429043
3.9263134,0.4413195,0.18592623,0.050208604,0.050936986,0.0493859
4.0412553,0.44186132,0.18996818,0.050240061,0.050921907,0.049340615
4.1595622,0.44244908,0.19151354,0.050243946,0.050960455,0.049290122
4.2813324,0.44296981,0.19283849,0.050244146,0.051008141,0.049237605
4.4066674,0.44328684,0.19445299,0.050244848,0.051058265,0.04918355
4.5356716,0.44226132,0.19766303,0.050248632,0.05111629,0.049127906
4.6684524,0.44063,0.2016266,0.050253845,0.051178595,0.049070647
4.8051203,0.43897919,0.20567478,0.050259254,0.051241344,0.049011838
4.9457891,0.43880068,0.2081507,0.050267193,0.051231658,0.048958107
5.0905759,0.43999866,0.20916279,0.050277521,0.051154202,0.048908979
5.2396014,0.44123172,0.2102045,0.050288151,0.051074479,0.048858414
5.3929895,0.44202423,0.21119977,0.050303479,0.051007382,0.048806368
5.550868,0.44194995,0.21208051,0.050327449,0.050966257,0.048752799
5.7133684,0.44173857,0.21296525,0.050353362,0.050928162,0.048697661
5.880626,0.44156107,0.21394977,0.05038279,0.050885341,0.048643293
6.05278,0.44176764,0.21534491,0.050424281,0.050817912,0.048598607
6.2299737,0.4420675,0.21686645,0.050469497,0.050743275,0.048555141
6.4123548,0.44243849,0.21849443,0.050517819,0.05066286,0.048512169
6.600075,0.44332772,0.2213407,0.050571182,0.050686311,0.04844764
6.7932907,0.44435981,0.22453983,0.050626943,0.050734905,0.048376548
6.9921628,0.44559032,0.2282207,0.050685539,0.050820135,0.048296645
7.1968567,0.44676924,0.23057085,0.050725616,0.050826583,0.048237758
7.4075431,0.44794147,0.23231314,0.050757349,0.050794988,0.048188132
7.6243972,0.44907509,0.23290895,0.050773167,0.050694808,0.048156496
7.8475997,0.45005608,0.23375973,0.050816525,0.050749558,0.048109632
8.0773364,0.45093937,0.23479701,0.050879574,0.050913306,0.048051665
8.3137986,0.4514679,0.2363512,0.050999932,0.051405203,0.047962705
8.5571831,0.45182792,0.23818093,0.051134047,0.051815203,0.047872387
8.8076927,0.45199191,0.24032251,0.05128358,0.052129086,0.047780824
9.0655359,0.45138311,0.24349909,0.051480744,0.052045156,0.04769185
9.3309274,0.45079193,0.24663314,0.05169742,0.051909183,0.047600879
9.6040882,0.45050662,0.24923811,0.051939795,0.051776471,0.047507073
9.8852457,0.45146009,0.24952364,0.052263959,0.051667817,0.047409855
10.174634,0.45292182,0.24887025,0.052630852,0.05157014,0.047309505
10.472494,0.45419078,0.24847376,0.053026513,0.051488729,0.047206133
10.779074,0.45422724,0.24955347,0.053530919,0.051508017,0.047099275
11.094629,0.45314963,0.2519715,0.054135429,0.051618405,0.046988887
11.419422,0.45204708,0.25444316,0.054757013,0.051730334,0.046877083
11.753723,0.45129785,0.25598384,0.05536041,0.051746656,0.04686819
12.09781,0.45121996,0.25576574,0.055916058,0.051585673,0.047049944
12.451971,0.45113978,0.25554125,0.056487973,0.051419978,0.047237019
12.816499,0.45114608,0.25563847,0.057145922,0.051250319,0.047374787
13.1917,0.45154947,0.25720546,0.058132755,0.051079653,0.047271795
13.577884,0.45199582,0.25893346,0.059172783,0.050904301,0.047146571
13.975373,0.45248842,0.26079248,0.060264878,0.050724432,0.04701214
14.384499,0.4542436,0.26288126,0.061914,0.050581679,0.047672505
14.805602,0.45617845,0.2650492,0.063665368,0.050439104,0.048434299
15.239032,0.45834834,0.26730567,0.065543052,0.050298413,0.049332557
15.685152,0.45914488,0.26920674,0.067569957,0.05017651,0.049658234
16.144331,0.45949991,0.27102713,0.069686689,0.050058448,0.049799704
16.616953,0.45932256,0.2727416,0.071900993,0.049945583,0.049719086
17.10341,0.45934623,0.27372834,0.074216112,0.049881634,0.049608214
17.604108,0.45949285,0.27428278,0.076620342,0.04984677,0.049477559
18.119465,0.45982743,0.27416063,0.079127011,0.049857391,0.049318237
18.649908,0.46026002,0.27437615,0.081767056,0.049824496,0.049218252
19.19588,0.46080103,0.27496835,0.084549504,0.049743069,0.049184803
19.757835,0.46151129,0.27617125,0.087517724,0.049583052,0.049261661
20.336241,0.46204399,0.27758481,0.090586,0.049436289,0.049334033
20.93158,0.46209796,0.27927976,0.09374592,0.049346803,0.049363039
21.544347,0.46146738,0.28135747,0.097000873,0.049340162,0.04932976
22.175053,0.46056924,0.28342858,0.10033742,0.049374884,0.049280583
22.824222,0.45978932,0.28423543,0.10367378,0.049462749,0.049296535
23.492396,0.45916473,0.28343279,0.10698717,0.049617441,0.049395008
24.180131,0.45867307,0.28122033,0.11029517,0.049831204,0.049566019
24.887999,0.45878564,0.27994643,0.11368157,0.050070841,0.049624241
25.616589,0.45963856,0.27983066,0.11714514,0.050340864,0.049543816
26.366509,0.46174606,0.28170574,0.12067348,0.05065778,0.0492269
27.138383,0.463485,0.28360624,0.12411955,0.05112039,0.048909658
27.932853,0.46459862,0.28551602,0.12737489,0.05181095,0.048597197
28.75058,0.4634022,0.28732114,0.12971526,0.053264498,0.048324329
29.592247,0.46225406,0.2891149,0.13210152,0.054732889,0.048044502
30.458553,0.4611573,0.29089566,0.13453453,0.056215993,0.047757534
31.350221,0.46168632,0.29145061,0.13658836,0.057191042,0.047482653
32.267991,0.46223082,0.2920218,0.13870231,0.058194636,0.047199725
33.212629,0.46279126,0.29260972,0.14087815,0.059227609,0.046908514
34.184921,0.46490907,0.29385672,0.14293467,0.059980329,0.046703936
35.185677,0.46738771,0.29526471,0.1450159,0.060694873,0.046511822
36.21573,0.46995875,0.29672218,0.14715571,0.061426336,0.046315309
37.275937,0.47009701,0.29682112,0.14937264,0.063403739,0.046056258
38.367182,0.46893584,0.29619475,0.151662,0.066075437,0.045760112
39.490372,0.46734537,0.29532919,0.15402066,0.069018355,0.045446344
40.646444,0.46596136,0.29578666,0.15627272,0.07214875,0.045153751
41.836359,0.4648023,0.29767224,0.15840642,0.075477094,0.044884445
43.061109,0.46371858,0.30019534,0.16052673,0.078946634,0.044620367
44.321713,0.46297284,0.30194428,0.16266748,0.082457957,0.044359257
45.619221,0.46299082,0.30174531,0.16479747,0.085930495,0.044110882
46.954714,0.46332603,0.3007345,0.16696023,0.089447609,0.043863451
48.329302,0.46373839,0.2995994,0.16916061,0.093047472,0.0436085
49.744132,0.46383744,0.29973423,0.17133559,0.096761292,0.043325097
51.20038,0.46382112,0.30034666,0.17354159,0.10058695,0.043025768
52.699259,0.46370731,0.30136558,0.1757854,0.10452716,0.042711419
54.242018,0.46483743,0.3025708,0.17771886,0.10733351,0.042635211
55.829941,0.46644081,0.30386652,0.17957621,0.10978118,0.042644061
57.46435,0.46875132,0.30528299,0.1812889,0.11163928,0.042784092
59.146605,0.46991756,0.30680019,0.18307521,0.11447861,0.043728246
60.878109,0.47044414,0.30839475,0.18492687,0.11791635,0.045144833
62.660302,0.46959755,0.3101039,0.18685964,0.12251667,0.047519535
64.494668,0.46890856,0.31123281,0.18870863,0.12668531,0.049622314
66.382734,0.46832809,0.31195003,0.19051271,0.13057634,0.051545713
68.326074,0.46819617,0.31107936,0.1920113,0.13313556,0.052653828
70.326304,0.46803161,0.31035228,0.19364799,0.13576889,0.053598693
72.385091,0.46782488,0.30982332,0.19545489,0.13847827,0.05431725
74.504148,0.46748053,0.31005177,0.19774543,0.14126327,0.054162248
76.68524,0.46710723,0.31045375,0.20011693,0.14407269,0.053916084
78.930183,0.46673579,0.31095146,0.20238012,0.14680406,0.053867884
81.240846,0.46639482,0.31173528,0.20413481,0.14909708,0.054481713
83.619153,0.46608196,0.31267877,0.20566342,0.15122532,0.055434948
86.067085,0.46594922,0.31369648,0.20726438,0.1536336,0.056396641
88.586679,0.46647297,0.31490654,0.20900852,0.1568721,0.057318632
91.180034,0.46768187,0.31631692,0.21090139,0.16097597,0.058198791
93.849309,0.4688888,0.3176682,0.21276385,0.16492572,0.059126293
96.596726,0.46989903,0.31846965,0.21418157,0.16736823,0.060229735
99.424573,0.47045665,0.31807094,0.21460445,0.16651262,0.061675143
102.3352,0.47075122,0.31878906,0.21626078,0.16802876,0.064132559
105.33104,0.47095318,0.31993709,0.21840801,0.17045768,0.06701325
108.41459,0.47116106,0.32111872,0.2206181,0.17295771,0.069978273
111.5884,0.47109714,0.32159523,0.22253642,0.17629386,0.074247103
114.85512,0.47081107,0.32149931,0.22422833,0.18033245,0.079605618
118.21748,0.47051781,0.32143681,0.22591844,0.18439606,0.084892231
121.67827,0.47035986,0.32197597,0.2274906,0.18758407,0.088213727
125.24038,0.47042959,0.32350362,0.22884077,0.18926386,0.088220066
128.90676,0.4708147,0.3248713,0.23031431,0.1907013,0.089651901
132.68047,0.47147348,0.32610758,0.2319012,0.1919367,0.092319219
136.56467,0.47284444,0.3269274,0.23371996,0.19256361,0.09821639
140.56257,0.47299849,0.32762101,0.23513906,0.19366791,0.1032159
144.6775,0.47236722,0.32822484,0.23631392,0.19510334,0.10763129
148.9129,0.47123928,0.32834913,0.2373168,0.1970464,0.11014438
153.27229,0.47088517,0.32767034,0.23856977,0.19934889,0.11008445
157.75931,0.47153254,0.32596003,0.24013623,0.20209818,0.10670378
162.37767,0.47194091,0.32757924,0.24238253,0.20549497,0.10747026
167.13124,0.47207144,0.32949079,0.24461699,0.20876467,0.10901394
172.02397,0.47153415,0.33059998,0.24641992,0.21125839,0.11073994
177.05994,0.47086882,0.33044964,0.24763148,0.21254544,0.1123638
182.24332,0.47043082,0.33001456,0.24862796,0.21320994,0.1143977
187.57846,0.47283229,0.33266445,0.25014294,0.21331823,0.12062558
193.06977,0.47238954,0.33374032,0.25149821,0.21519114,0.12138984
198.72185,0.46907604,0.33322823,0.25269308,0.21884602,0.1166405
204.53938,0.46992548,0.33500715,0.25454032,0.2215069,0.11858254
210.52723,0.47094358,0.33631624,0.25633745,0.22382613,0.12064065
216.69036,0.47152825,0.33619439,0.25786601,0.2255561,0.12166816
223.03393,0.47134872,0.33777282,0.25930604,0.22748714,0.12942722
229.56319,0.47104577,0.33954021,0.26076854,0.22953438,0.13747978
236.2836,0.47156228,0.3389296,0.26241765,0.23168237,0.13352615
243.20075,0.47191867,0.3387652,0.26381438,0.23297432,0.13435994
250.3204,0.47215128,0.33895142,0.26502175,0.23360033,0.13897327
257.64847,0.47301248,0.3407086,0.26629597,0.23407105,0.1393164
265.19107,0.47371468,0.34224368,0.26753512,0.23488858,0.13958008
272.95448,0.47413254,0.34335239,0.26869686,0.23625394,0.13983894
280.94516,0.47378982,0.34252613,0.27033418,0.23733296,0.13877387
289.16977,0.4736538,0.34157333,0.27193242,0.23868124,0.13933166
297.63514,0.47497894,0.34195456,0.27287355,0.24121687,0.14706686
306.34835,0.47538008,0.34329411,0.27404623,0.24342059,0.14911047
315.31662,0.47518877,0.34515449,0.27537459,0.2454971,0.14781525
324.54745,0.47424613,0.34528167,0.27675052,0.24873143,0.14894549
334.0485,0.47442381,0.34585636,0.2780497,0.24950755,0.15029681
343.82769,0.4759979,0.34698571,0.27924507,0.24721248,0.15191552
353.89317,0.47502515,0.34785199,0.28063331,0.25186194,0.15056348
364.25331,0.47389177,0.34826153,0.28212796,0.2557771,0.15025383
374.91674,0.47342402,0.34754569,0.28377426,0.25471728,0.15396931
385.89235,0.47429994,0.34957663,0.28494748,0.25589585,0.15698168
397.18926,0.47545199,0.35241674,0.28593312,0.25797482,0.15932878
408.81688,0.47350567,0.35102605,0.28705984,0.25875589,0.15838237
420.7849,0.47311624,0.35061781,0.28823768,0.26004396,0.16026281
433.10329,0.47424516,0.35116746,0.28946719,0.26182861,0.16490404
445.78229,0.47480536,0.35118789,0.29064858,0.2625562,0.16234977
458.83246,0.47541979,0.35174941,0.29188916,0.26395659,0.16207126
472.26468,0.47621713,0.35346709,0.29322691,0.26684006,0.16749061
486.09012,0.47474941,0.35435027,0.29427046,0.2679311,0.16786698
